kegg_number	RH_1_DKDN250001555-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_2_DKDN250001556-1A_22VYGNLT3_L3_kegg_hits.tsv	RH_2_DKDN250001556-1A_22W2JCLT3_L1_kegg_hits.tsv	RH_3_DKDN250001557-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_5_DKDN250001558-1A_22KVLLLT4_L6_kegg_hits.tsv	RH_8_DKDN250001559-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_1_DKDN250001546-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_2_DKDN250001547-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_4_DKDN250001548-1A_22KVLLLT4_L6_kegg_hits.tsv	carK_8_DKDN250001549-1A_22Y2CMLT3_L2_kegg_hits.tsv	carK_9_DKDN250001550-1A_22KVLLLT4_L8_kegg_hits.tsv	carR_10_DKDN250001554-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_10_DKDN250001554-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_1_DKDN250001551-1A_22VYGNLT3_L3_kegg_hits.tsv	carR_1_DKDN250001551-1A_22W2JCLT3_L1_kegg_hits.tsv	carR_5_DKDN250001552-1A_22KVLLLT4_L6_kegg_hits.tsv	carR_9_DKDN250001553-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_1_DKDN250001560-1A_22VYGNLT3_L3_kegg_hits.tsv	ces_3_DKDN250001561-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_5_DKDN250001562-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_6_DKDN250001563-1A_22KVLLLT4_L6_kegg_hits.tsv	ces_7_DKDN250001564-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_1_DKDN250001570-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_1_DKDN250001570-1A_22W2JCLT3_L5_kegg_hits.tsv	hok_2_DKDN250001571-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_3_DKDN250001572-1A_22VYGNLT3_L3_kegg_hits.tsv	hok_3_DKDN250001572-1A_22W2JCLT3_L1_kegg_hits.tsv	hok_5_DKDN250001573-1A_22KVLLLT4_L8_kegg_hits.tsv	hok_7_DKDN250001574-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_1_DKDN250001565-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_3_DKDN250001566-1A_22VYGNLT3_L3_kegg_hits.tsv	mtz_4_DKDN250001567-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_6_DKDN250001568-1A_22KVLLLT4_L8_kegg_hits.tsv	mtz_7_DKDN250001569-1A_22KVLLLT4_L8_kegg_hits.tsv
K24955	0.111319	0.069983	0.072983	0.102826	0.092985	0.121429	0.126327	0.147839	0.204558	0.143565	0.156250	0.203352	0.183030	0.192375	0.199844	0.130508	0.146677	0.020443	0.008992	0.000700	0.007241	0.000115	0.153616	0.153918	0.121125	0.201917	0.185596	0.140942	0.152312	0.085365	0.094120	0.125902	0.155596	0.008214
K24967	0.008755	0.002749	0.004801	0.005025	0.007129	0.002128	0.020264	0.012243	0.029158	0.028588	0.023836	0.009948	0.018158	0.006226	0.006433	0.017982	0.010571	0.002798	0.001945	0.005755	0.010395	0.006588	0.011418	0.022612	0.015351	0.002790	0.002562	0.011293	0.010725	0.083916	0.010999	0.079617	0.023500	0.016171
K24969	0.006739	0.000000	0.000000	0.003555	0.000500	0.000000	0.001459	0.000251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.014217	0.000573	0.002328	0.001166	0.001563	0.000478	0.000493
K24995	0.000287	0.000743	0.000000	0.000000	0.000556	0.000000	0.000476	0.002176	0.003880	0.000195	0.000840	0.002031	0.000000	0.000385	0.003146	0.001938	0.001441	0.000336	0.000527	0.000269	0.002125	0.000984	0.001071	0.001659	0.000462	0.000000	0.000000	0.001713	0.000245	0.003085	0.000000	0.000532	0.002227	0.000627
K24998	0.000675	0.000000	0.000274	0.000418	0.000250	0.000177	0.002233	0.000654	0.000348	0.000243	0.000132	0.000776	0.000323	0.000000	0.000000	0.000333	0.000332	0.000000	0.000000	0.000304	0.000925	0.000380	0.000943	0.000000	0.000000	0.000000	0.000000	0.002199	0.000413	0.005374	0.000311	0.010084	0.002305	0.001890
K25010	0.008306	0.008401	0.006090	0.008778	0.005174	0.002389	0.015473	0.009338	0.018024	0.005325	0.010355	0.012959	0.011142	0.001641	0.003423	0.013104	0.027274	0.004846	0.010767	0.014993	0.024496	0.013570	0.013546	0.017864	0.004294	0.000243	0.000543	0.012820	0.004021	0.052742	0.007550	0.024446	0.038374	0.012861
K25026	0.007316	0.006970	0.006214	0.011938	0.006031	0.002354	0.025481	0.013881	0.013535	0.008177	0.014037	0.018068	0.017986	0.001116	0.002393	0.013035	0.028227	0.003392	0.009246	0.014122	0.020774	0.008754	0.018701	0.021452	0.010079	0.001566	0.000977	0.021582	0.011145	0.072925	0.013378	0.077320	0.038708	0.021089
K25027	0.001756	0.002556	0.001803	0.004401	0.000634	0.000419	0.006414	0.001023	0.003094	0.000868	0.003016	0.006818	0.007768	0.000647	0.000758	0.011568	0.015111	0.001151	0.001101	0.002772	0.009303	0.001596	0.005415	0.003988	0.001058	0.000210	0.000230	0.002680	0.001352	0.016636	0.003147	0.027075	0.010928	0.004693
K25028	0.002532	0.000267	0.000000	0.005329	0.000741	0.000000	0.005162	0.001725	0.002759	0.002197	0.001285	0.006041	0.007033	0.000000	0.004321	0.007737	0.012799	0.000602	0.002960	0.003363	0.007632	0.002151	0.006142	0.008963	0.003366	0.000835	0.000820	0.003527	0.001174	0.015143	0.003664	0.013161	0.010872	0.003377
K25031	0.000693	0.000819	0.001675	0.003692	0.001230	0.001053	0.006137	0.000732	0.002312	0.000918	0.000708	0.003674	0.004736	0.000726	0.000281	0.001860	0.005671	0.001403	0.001600	0.003052	0.004170	0.000897	0.006559	0.001870	0.000603	0.000000	0.000000	0.003076	0.003248	0.011730	0.000670	0.011439	0.006683	0.001959
K25034	0.002106	0.000995	0.000970	0.002911	0.000067	0.001419	0.005935	0.001907	0.003279	0.000654	0.003927	0.005100	0.006879	0.001401	0.001035	0.010990	0.009894	0.000740	0.001630	0.000715	0.010247	0.002603	0.002636	0.001895	0.001635	0.000449	0.000000	0.003617	0.001781	0.021754	0.003008	0.022176	0.009329	0.004246
K25035	0.001653	0.000378	0.001120	0.000000	0.000000	0.000570	0.000485	0.000462	0.001755	0.004524	0.003752	0.000743	0.001664	0.000000	0.000000	0.000157	0.000775	0.000344	0.000607	0.002051	0.002131	0.001148	0.002825	0.000835	0.000000	0.000351	0.000000	0.000121	0.000220	0.004968	0.000380	0.003150	0.000863	0.000333
K25044	0.000000	0.000160	0.000000	0.000451	0.000000	0.000079	0.000436	0.000000	0.000163	0.000161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000297	0.000137	0.000000	0.000000	0.000000	0.000000	0.000302	0.000000	0.000276	0.000000	0.000000	0.000983	0.000110	0.002338	0.000267	0.002620	0.000157	0.000846
K25072	0.000084	0.000000	0.000000	0.000575	0.000115	0.000000	0.000000	0.000138	0.001377	0.000114	0.000666	0.000000	0.000225	0.000159	0.000000	0.000128	0.000130	0.000000	0.000000	0.000000	0.000484	0.000317	0.000165	0.000488	0.000000	0.000000	0.000000	0.000000	0.000164	0.000701	0.000000	0.000246	0.000957	0.000213
K25096	0.000833	0.000629	0.000530	0.000760	0.000843	0.000186	0.005283	0.001830	0.009468	0.004737	0.007063	0.002135	0.002550	0.000635	0.001336	0.003077	0.002725	0.000728	0.000803	0.001041	0.002312	0.001082	0.002692	0.003541	0.004201	0.000055	0.000872	0.002332	0.001245	0.018752	0.001230	0.008799	0.005420	0.001459
K25097	0.000220	0.001081	0.000000	0.001284	0.000588	0.000000	0.005001	0.001436	0.007920	0.005702	0.005702	0.002413	0.005138	0.000192	0.000000	0.003198	0.003692	0.000192	0.000810	0.002830	0.001992	0.003063	0.001674	0.000936	0.002805	0.001396	0.000000	0.004473	0.001357	0.022959	0.001529	0.008788	0.003422	0.002740
K25098	0.000403	0.001922	0.000000	0.000319	0.000871	0.000350	0.003982	0.001265	0.008538	0.004880	0.008172	0.001388	0.001472	0.000559	0.000809	0.004095	0.002952	0.000682	0.000151	0.000373	0.004305	0.002390	0.003096	0.003315	0.002332	0.000412	0.000164	0.001261	0.000114	0.023688	0.001783	0.008932	0.003868	0.002589
K25099	0.001717	0.001557	0.000000	0.002188	0.001948	0.000546	0.002417	0.002514	0.007254	0.004181	0.007798	0.001451	0.003196	0.000000	0.000000	0.010126	0.005586	0.000445	0.000599	0.001469	0.002268	0.002142	0.005733	0.004538	0.002984	0.000267	0.000416	0.001055	0.001628	0.023204	0.002430	0.012208	0.005985	0.004681
K25109	0.000355	0.000471	0.000704	0.000563	0.000000	0.000000	0.000695	0.000000	0.002141	0.003166	0.000702	0.000956	0.002722	0.000000	0.001957	0.001101	0.001283	0.000000	0.000000	0.000380	0.000289	0.001735	0.000000	0.000000	0.000000	0.000192	0.000000	0.000107	0.000152	0.002811	0.000278	0.001803	0.000522	0.000597
K25132	0.914272	0.906890	0.938452	0.876492	0.910467	0.900558	0.879770	0.949494	1.019950	1.007749	0.967090	0.955336	0.936012	0.985207	0.986132	0.902920	0.894863	0.984105	0.979334	0.953048	0.916972	0.950636	0.951616	0.981097	0.986801	0.948705	0.913105	0.881706	0.941597	0.838455	0.933429	0.879556	0.918163	0.925526
K25133	0.872023	0.912656	0.926017	0.856393	0.949728	0.854333	0.891051	1.045232	1.063408	1.091436	1.037844	1.013749	0.999840	1.024844	1.060322	0.894385	0.882899	0.961044	0.913454	0.895201	0.859294	0.912178	0.850379	0.903439	0.926356	0.952194	0.968938	0.810897	0.832999	0.865461	0.998746	1.034645	0.928392	1.379423
K25135	0.004695	0.002900	0.001867	0.007719	0.002697	0.001001	0.009876	0.008387	0.027256	0.008155	0.015193	0.011757	0.008594	0.002575	0.003258	0.016409	0.012033	0.003954	0.003130	0.012338	0.017922	0.008765	0.009062	0.011155	0.005430	0.000152	0.000880	0.003365	0.002549	0.033310	0.003958	0.011029	0.027186	0.006016
K25136	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000383	0.000762	0.000000	0.000000	0.000000	0.000488	0.000000	0.000000	0.000000	0.000555	0.001264	0.000000	0.000521	0.000154	0.002070	0.000849	0.001175	0.000000	0.000000	0.000000	0.000484	0.000242	0.000296	0.001970	0.000000	0.000458	0.002100	0.000000
K25137	0.002950	0.002225	0.001788	0.002281	0.001260	0.000508	0.006565	0.005971	0.007265	0.005321	0.007797	0.010769	0.007068	0.001028	0.002153	0.012873	0.020502	0.001952	0.003444	0.004870	0.010030	0.003257	0.007842	0.009101	0.002695	0.001150	0.000387	0.005743	0.005248	0.035943	0.006161	0.039252	0.018831	0.006718
K25140	0.002412	0.000000	0.000000	0.001608	0.001215	0.000489	0.005231	0.002549	0.000000	0.001293	0.000216	0.000000	0.003160	0.000547	0.000000	0.000544	0.002206	0.000000	0.001024	0.000186	0.000925	0.000612	0.000000	0.003924	0.002445	0.000000	0.000000	0.003585	0.001642	0.014939	0.001233	0.015633	0.003698	0.009500
K25141	0.001193	0.000633	0.000925	0.002053	0.001944	0.000770	0.008340	0.002394	0.000442	0.001969	0.001787	0.000225	0.000759	0.000436	0.000000	0.000457	0.001940	0.000000	0.001210	0.000910	0.001433	0.000000	0.000000	0.001401	0.000570	0.000953	0.000000	0.001833	0.001008	0.010315	0.001772	0.013243	0.004019	0.005492
K25143	0.000146	0.000000	0.000000	0.000324	0.000000	0.000000	0.000515	0.000173	0.000968	0.000340	0.000123	0.000476	0.000561	0.000000	0.000000	0.000802	0.000000	0.000000	0.000257	0.001299	0.000474	0.000000	0.000000	0.000000	0.000290	0.000000	0.000000	0.000442	0.000233	0.004016	0.001930	0.002000	0.002498	0.000857
K25144	0.000365	0.000228	0.000222	0.000000	0.000481	0.000000	0.003147	0.000499	0.001371	0.000000	0.000166	0.001364	0.001630	0.000000	0.000000	0.000977	0.003096	0.012097	0.006804	0.016518	0.034651	0.006891	0.000690	0.000000	0.000824	0.000000	0.000000	0.000480	0.001159	0.006115	0.000553	0.005799	0.003041	0.002463
K25147	0.000000	0.000000	0.000290	0.000000	0.000200	0.000187	0.002218	0.001169	0.000000	0.000000	0.000445	0.000235	0.001896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000412	0.000118	0.000000	0.000000	0.000814	0.000000	0.000000	0.000000	0.000000	0.000596	0.000342	0.002038	0.000865	0.003306	0.000446	0.000380
K25148	0.000000	0.000430	0.000426	0.000163	0.000000	0.000000	0.001563	0.000997	0.000376	0.000492	0.000000	0.000724	0.000000	0.000000	0.000000	0.000837	0.000790	0.000000	0.000000	0.000329	0.001080	0.000373	0.001201	0.000416	0.000000	0.000000	0.000000	0.000445	0.000544	0.002278	0.001226	0.007849	0.001801	0.002472
K25149	0.000090	0.000397	0.000000	0.001095	0.000603	0.000000	0.003873	0.000544	0.000264	0.001143	0.000449	0.000275	0.000462	0.000000	0.000000	0.000429	0.000447	0.000121	0.000000	0.000089	0.000000	0.000000	0.000817	0.000292	0.000202	0.000000	0.000148	0.001996	0.000943	0.011582	0.001735	0.010282	0.001638	0.001892
K25150	0.000378	0.000674	0.000000	0.001317	0.000000	0.000000	0.002803	0.000712	0.000465	0.000242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000138	0.000000	0.000115	0.000000	0.000000	0.000642	0.002102	0.000204	0.000494	0.000000	0.002471	0.003049	0.015179	0.000849	0.022883	0.001606	0.002666
K25151	0.054538	0.003347	0.001892	0.044248	0.024221	0.391582	0.498459	0.009331	0.015573	0.967405	0.605614	0.079942	0.071297	0.002161	0.006580	0.064133	0.122641	0.303371	0.157037	0.337918	0.482005	0.247585	0.012492	0.010841	0.004205	0.001327	0.000000	0.007874	0.003255	0.088964	0.321153	0.505363	0.396184	0.051449
K25152	0.005659	0.005487	0.003590	0.009026	0.003601	0.010121	0.020221	0.007693	0.017285	0.004903	0.007089	0.019282	0.013161	0.003235	0.001021	0.014655	0.030008	0.122802	0.053989	0.157312	0.279863	0.093366	0.015964	0.011737	0.002763	0.000496	0.001546	0.006872	0.002162	0.029867	0.006608	0.030425	0.036593	0.007506
K25153	0.005365	0.003967	0.003746	0.007706	0.002843	0.001776	0.006790	0.007973	0.012874	0.004123	0.007418	0.014611	0.008362	0.001353	0.001206	0.013068	0.024337	0.019643	0.011407	0.026061	0.046690	0.014595	0.010582	0.012289	0.001987	0.000349	0.000272	0.005802	0.002132	0.028632	0.003692	0.016012	0.023294	0.008372
K25154	0.001892	0.002107	0.002224	0.001377	0.002134	0.001986	0.005808	0.001809	0.002651	0.002011	0.002678	0.003337	0.000000	0.000000	0.000000	0.002070	0.009490	0.000000	0.001241	0.003261	0.004142	0.000000	0.005193	0.002416	0.002269	0.000298	0.001217	0.003023	0.002367	0.014529	0.004255	0.012631	0.003529	0.003422
K25155	0.002186	0.000884	0.000412	0.001889	0.000000	0.000672	0.004569	0.001736	0.001548	0.001061	0.000844	0.002712	0.001861	0.000272	0.000000	0.002255	0.005163	0.001629	0.002038	0.001630	0.008152	0.001929	0.003115	0.003738	0.001195	0.000852	0.000000	0.004717	0.003231	0.013667	0.002556	0.015855	0.012403	0.003936
K25156	0.001096	0.002406	0.004629	0.001486	0.002472	0.001043	0.003930	0.002047	0.002793	0.003296	0.004773	0.003420	0.003389	0.000807	0.000000	0.002076	0.006125	0.001932	0.001096	0.001650	0.003052	0.001683	0.004821	0.008686	0.002162	0.000961	0.000000	0.003866	0.003340	0.015515	0.002323	0.016491	0.008122	0.006009
K25180	0.000682	0.000495	0.000970	0.003530	0.001817	0.000357	0.006343	0.001081	0.003605	0.003254	0.002369	0.003684	0.002744	0.000155	0.000000	0.004575	0.005387	0.000529	0.003092	0.002048	0.007028	0.001886	0.005564	0.008804	0.005806	0.000000	0.000000	0.001669	0.000350	0.024312	0.003105	0.013045	0.012846	0.005004
K25181	0.001451	0.000372	0.001574	0.002648	0.001525	0.000304	0.004348	0.001721	0.002432	0.000801	0.003871	0.003715	0.001357	0.000192	0.000810	0.006517	0.005863	0.000345	0.001470	0.002030	0.006663	0.004197	0.009382	0.004380	0.004937	0.000000	0.000000	0.004188	0.003494	0.022892	0.003884	0.013364	0.017500	0.004936
K25182	0.003000	0.001248	0.003070	0.004715	0.001478	0.002026	0.008821	0.004694	0.005924	0.002414	0.005730	0.009424	0.004590	0.000484	0.000000	0.010186	0.012676	0.002821	0.006335	0.003433	0.009745	0.005703	0.012076	0.008778	0.005175	0.000281	0.000285	0.005436	0.002944	0.022024	0.002854	0.024613	0.015869	0.007748
K25183	0.000473	0.002528	0.000456	0.001144	0.000459	0.000843	0.004518	0.001312	0.004654	0.001815	0.004519	0.002286	0.002358	0.000488	0.000000	0.002337	0.006143	0.001665	0.000816	0.001298	0.003820	0.001465	0.006916	0.008330	0.003486	0.001384	0.000343	0.002217	0.001322	0.016680	0.002589	0.010436	0.015654	0.001270
K25184	0.000000	0.000000	0.000306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000198	0.000831	0.000000	0.000142	0.000937	0.000238	0.000000	0.000000	0.000000	0.000084	0.000277	0.000000	0.000000	0.000000	0.000374
K25187	0.000433	0.000000	0.000330	0.000000	0.000431	0.000000	0.000999	0.000427	0.000778	0.000843	0.000258	0.000402	0.000000	0.000000	0.000000	0.000287	0.000000	0.000000	0.000000	0.000000	0.000131	0.000227	0.000000	0.000000	0.000325	0.000000	0.000000	0.000000	0.001001	0.004359	0.000454	0.001244	0.000146	0.000684
K25189	0.000000	0.000241	0.000268	0.000000	0.000373	0.000000	0.000490	0.000000	0.000249	0.000512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000297	0.000000	0.000000	0.000000	0.000000	0.000187	0.000000	0.000115	0.000000	0.001664	0.000000	0.000000	0.000731	0.000147	0.002220	0.000577	0.001286	0.000184	0.000213
K25190	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000184	0.000000	0.000411	0.000464	0.000139	0.000415	0.000000	0.000000	0.000000	0.000514	0.000739	0.000000	0.000000	0.000000	0.000329	0.000000	0.000000	0.000000	0.001053	0.000000	0.000000	0.000000	0.000572	0.002869	0.001009	0.000391	0.000306	0.001361
K25223	0.057379	0.000525	0.000780	0.003590	0.000000	0.000312	0.929613	0.570798	0.009143	0.975602	0.719217	0.083390	0.078340	0.000510	0.000000	0.954707	0.599054	0.001632	0.002664	0.011039	0.015941	0.006213	0.003319	0.003711	0.000685	0.000362	0.000000	0.000921	0.000981	0.485540	0.165505	0.277614	0.442297	0.024507
K25224	0.057498	0.000000	0.001397	0.004070	0.000321	0.000000	0.825029	0.525314	0.011027	0.927141	0.657178	0.071265	0.058220	0.002727	0.001354	0.880869	0.581284	0.002035	0.002308	0.009413	0.009466	0.007411	0.005916	0.000905	0.001972	0.000453	0.000704	0.002645	0.000425	0.498902	0.150479	0.217250	0.392356	0.025352
K25227	1.204263	1.262872	1.255320	1.448125	1.054727	0.923218	0.892321	0.940001	0.985167	0.985761	0.923194	0.975121	0.919895	1.090575	1.069794	0.926371	0.889183	1.024839	1.002561	1.051199	0.956404	0.996844	1.038298	1.035720	1.041241	0.936105	0.988137	0.975949	1.013775	0.827813	1.024099	1.191112	1.400620	1.168690
K25232	0.000578	0.000770	0.000000	0.000000	0.000000	0.000000	0.005503	0.000278	0.000990	0.000990	0.000000	0.000000	0.000437	0.000000	0.000000	0.000136	0.000650	0.000417	0.000000	0.000177	0.000196	0.000928	0.000882	0.000000	0.000000	0.000000	0.000000	0.000986	0.001161	0.006596	0.002243	0.010436	0.002203	0.001306
K25260	0.000448	0.000937	0.000158	0.000000	0.000415	0.000000	0.000859	0.001021	0.000732	0.000000	0.000602	0.000125	0.000000	0.000754	0.000326	0.001176	0.000615	0.000499	0.000700	0.000800	0.000676	0.000424	0.000553	0.001864	0.000000	0.000000	0.000000	0.000804	0.000619	0.002649	0.001747	0.001415	0.000286	0.000778
K25271	0.002224	0.001015	0.002859	0.002215	0.000659	0.000314	0.005086	0.004608	0.009680	0.002096	0.004080	0.000677	0.000448	0.000333	0.000000	0.002897	0.001098	0.002092	0.002825	0.003275	0.007222	0.004629	0.000966	0.000343	0.001155	0.000365	0.000338	0.005068	0.000773	0.013999	0.005065	0.002147	0.013818	0.001453
K25272	0.001588	0.001340	0.000591	0.001217	0.000415	0.000345	0.002301	0.004196	0.006423	0.001226	0.003847	0.000000	0.000333	0.000000	0.000410	0.002662	0.001698	0.002950	0.002032	0.004080	0.006385	0.003630	0.001335	0.000845	0.000307	0.000000	0.000000	0.005371	0.000886	0.011715	0.002258	0.001942	0.011406	0.003098
K25282	0.002017	0.001147	0.000668	0.000432	0.001127	0.001071	0.004332	0.003258	0.011769	0.007645	0.007819	0.003886	0.003277	0.001605	0.000000	0.008068	0.005639	0.000431	0.000929	0.002753	0.004142	0.004787	0.004686	0.005167	0.002125	0.000000	0.002186	0.004326	0.001209	0.028360	0.002845	0.028292	0.005509	0.006990
K25283	0.000127	0.001097	0.001920	0.002178	0.000805	0.000413	0.004739	0.003742	0.009539	0.006364	0.007552	0.007301	0.005940	0.001082	0.003421	0.007382	0.002691	0.001579	0.001450	0.002764	0.006017	0.002715	0.005723	0.006349	0.001512	0.000248	0.002866	0.002614	0.000706	0.033947	0.002543	0.014792	0.009949	0.005862
K25284	0.003912	0.002243	0.000000	0.002246	0.001777	0.000412	0.006745	0.002996	0.010181	0.003944	0.012492	0.004340	0.005132	0.001158	0.003071	0.004643	0.003273	0.000938	0.003257	0.002130	0.008287	0.001596	0.005777	0.000489	0.002151	0.001466	0.000251	0.004683	0.000239	0.034616	0.004192	0.025398	0.014777	0.004716
K25285	0.001706	0.001115	0.001226	0.000734	0.001297	0.000508	0.004736	0.003044	0.005941	0.003211	0.010291	0.004614	0.001989	0.001634	0.004808	0.006019	0.006269	0.001695	0.001569	0.002237	0.003946	0.003384	0.003511	0.003378	0.002736	0.002400	0.000000	0.003769	0.000299	0.029618	0.003627	0.021180	0.012694	0.006376
K25286	0.002654	0.002305	0.002381	0.001971	0.001669	0.002540	0.009452	0.003783	0.006375	0.009737	0.004910	0.003546	0.005376	0.002007	0.000929	0.009571	0.003778	0.001123	0.002505	0.004109	0.006892	0.002281	0.006907	0.006852	0.002809	0.001124	0.000985	0.004732	0.000918	0.039762	0.002009	0.022384	0.011560	0.002680
K25287	0.000160	0.000153	0.000947	0.000000	0.000000	0.000000	0.001640	0.000000	0.000000	0.000204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000315	0.000159	0.000000	0.000000	0.000587	0.001016	0.000000	0.000000	0.000954	0.000000	0.000000	0.000000	0.000582	0.000650	0.003006	0.001051	0.003832	0.001979	0.001323
K25307	0.166571	0.286443	0.306939	0.319844	0.206237	0.248192	0.030160	0.010207	0.032283	0.871104	0.100292	0.018717	0.018593	0.004763	0.006353	0.024239	0.030786	0.004478	0.008750	0.016225	0.026825	0.011764	0.022409	0.022592	0.006804	0.000000	0.004905	0.132180	0.027392	0.086819	0.014108	0.117062	0.059814	0.040693
K25316	0.007296	0.002736	0.001687	0.006442	0.006543	0.014019	0.008130	0.012570	0.021888	0.027516	0.010265	0.022258	0.019659	0.022722	0.020218	0.023819	0.018324	0.001403	0.001661	0.002529	0.005798	0.001483	0.005376	0.004271	0.002043	0.000000	0.000718	0.002005	0.002438	0.235125	0.004408	0.040582	0.011023	0.008253
K25365	0.000988	0.000000	0.000000	0.000528	0.000282	0.000406	0.000000	0.001001	0.000464	0.000472	0.000000	0.000173	0.000000	0.000000	0.000000	0.000329	0.000000	0.000000	0.000315	0.000320	0.000000	0.000000	0.001142	0.000944	0.000188	0.000000	0.000000	0.003012	0.001439	0.002262	0.000000	0.000892	0.000000	0.000799
K25422	0.001894	0.001270	0.003549	0.006597	0.001204	0.000677	0.008996	0.002598	0.009961	0.003127	0.005429	0.008082	0.001723	0.000318	0.005582	0.010681	0.017727	0.002520	0.002442	0.006453	0.008762	0.006645	0.006536	0.007987	0.001550	0.002214	0.000853	0.002266	0.001992	0.031583	0.002936	0.053592	0.016425	0.011200
K25434	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000188	0.001802	0.000000	0.000000	0.000000	0.000000
K25494	0.000000	0.000000	0.000209	0.000142	0.000000	0.000000	0.001846	0.001305	0.000478	0.000000	0.000000	0.000382	0.000000	0.000000	0.000000	0.000000	0.000606	0.000330	0.000000	0.000000	0.000500	0.000000	0.000378	0.000000	0.000000	0.000000	0.000000	0.000407	0.000243	0.003312	0.001228	0.002621	0.000138	0.001772
K25499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000143	0.000175	0.000623	0.000000	0.000278	0.000000	0.000000
K25510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000167	0.000254	0.000000	0.000000	0.000000	0.000000
K25517	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000163	0.000000	0.000460	0.000000	0.000000	0.000096	0.000246	0.000712	0.000000	0.000787	0.000000	0.000576
K25518	0.000000	0.000000	0.000000	0.000000	0.000214	0.000000	0.000804	0.000000	0.000000	0.000000	0.000000	0.000277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000701	0.000208	0.000000	0.000000	0.000857	0.000101	0.000943
K25562	0.000382	0.000224	0.000749	0.000398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000511	0.000964	0.000000	0.000000	0.000000	0.000967	0.000879	0.004030	0.000275	0.000000	0.001076	0.000693
K25575	0.000000	0.019396	0.014141	0.000000	0.000559	0.000000	0.002668	0.000423	0.000000	0.000812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000299	0.000000	0.000674	0.000000	0.000000	0.000567	0.000221	0.000000	0.000000	0.000319	0.000000	0.000000	0.000000	0.000488	0.002492	0.001613	0.003311	0.002033	0.001197
K25578	0.000248	0.000000	0.000000	0.000266	0.000118	0.000000	0.001534	0.000366	0.000117	0.001296	0.000000	0.000000	0.000000	0.000267	0.000000	0.001168	0.000220	0.000000	0.000474	0.000000	0.000124	0.000000	0.000642	0.000667	0.000000	0.000343	0.000000	0.000507	0.000377	0.002984	0.000511	0.000580	0.002334	0.000805
